,tweet
8079,قلنا الفرق كلها عاديه ومفيش فروق كتير إللي ح يكون عنده إستقرار 😉+ 💰 و روح و حافز اكبر مع كوتش بيفهم و محترفين عاليين شويه عن كواليتي اللعيبه المكسحه ف الايجبشن ليج🤡 ياخد الدوري مستريح
8080,انا احد متضررين البنك الأهلي بقرض البناء الذاتي الحمد لله حليت مشكلتي وطلعت منهم بخسارة نسبية بسداد مبكر قبل ٣ سنين قدرت انهض من جديد ولله الحمد والشكر وكثير متضررين مثلي من هالبنك كنت موقن ان دعوة المظلوم لاترد اسئل الله العظيم ان لاتقوم قائمة لكل ظالم اكل حق الناس بغير حق😊😁😂
8081,من لم يعشق #الزمالك مازال عن جمال الدنيا اعمي ..  ❤️😉
8082,"لو المدير الفني الجديد قدر يطور نهايه الهجمه 
وقدر يخلق فرص لتسجيل من نص الملعب . وحلول كتيره من الأطراف وبناء هجمه من قلب الدفاع اعتقد هنكسب كل فرق الدوري بااسكور..
وياويل افريقيا من شر اقترب 
يلا ياااااهلي 🙏💙😉"
8083,"يظنون اني عندما اتابع مباراة للاهلي ف #دوري_يلو من اجل اني مهتم به ، والحقيقة هو من اجل ان اضحك لا اكثر .. 😂

- الحمدلله الذي عافانا بس .. 🙏

#الأهلي_الرياض 
#الاتحاد"
8084,طب ويليامز احسن جون ف افريقيا😂😂😂
8085,"افريقيا - الحصالة
الدوري - الخامس 
الكاس- خرج بالفعل 
السوبر المصري - بلح
رئيس النادي - مسجون
العاب الصالات- بقت حرفيًا صاجات
الصفقات - فاشله 
رواتب و عقود الاعبين - بتسرب
جمهور الزمالك - عاوزين بس ڤار و مصر و افريقيا تحت السيطرة 😂"
8086,والله مسخرو الاهلي 😂😂😂😂😂😂😂
8087,"#كاس_لوسيل_يا_رجال_الزمالك
الكاس ده يلزمنا علشان نكمل بيه احتفالات الدوري الحرااااااق اوي بزياده 😉😉😂😂"
8088,"مبروك من الآن
دام الحكم محلي😉
 #النصر_ضمك"
8089,"#الاهلي_الرياض
انتهي زمن المرسامة والدفتر ي عنبر... 😂  الان الشرح ع الاجهزة الحديثه الذكيه.."
8090,"اسياد العالم هو حالنا وغيرنا عايش مع الحكام😉
#المونديال_بيحب_الاهلي"
8091,"شوبير بيقلك الاهلى هيقيد كهربا فى قايمته وهيساعده فى دفع الغرامه 

طب ما تقلنا الاهلى هيدفع ليه وهو مش مجبر يدفع فلوس ولا علشان ساعده فى الهروب وخافوا كهربا يفضحهم يا مزور 😉"
8092,"حكم مباراة الاهلي هههههههههههههههههههههههههههههههههههههههههههههههه 

من وين يجيبونهم هالحكام 😂
 #الاهلي_الرياض"
8093,بكره يروح يرفع قضيه على مرتضى منصور وقناه الزمالك ويقول هما السبب 😂 😂 😂 #كفايه_يا_خطيب
8094,فارس عوض : الاهلي ليس بحاجه لمن يوجه في برتوكول التتويج لانه حافظ التتويج 😉😅
8095,الحكم 😂😂😂😂😂😂
8096,"#الزمالك في موسم صفري برعاية #مرتضى_منصور  وعياله وشلة المطبلاتية في المجلس وقناة النادي ..يسقط بالخمسة ✋ حتى الآن 😉🔥
- كأس لوسيل ❌
- السوبر المصري ❌
- كأس مصر ❌
- المركز الخامس في الدوري .. والسادس على الطريق ❌❌
- حصالة افريقيا للموسم الثالث على التوالي ❌❌❌
ولسه 👀"
8097,الكوره للابطال وصنداونز واحد منهم 😂🫡
8098,نفسي افهم بس الناس اللي بتحب الكورة وبتروح الاستاد بتعرف مكانها ازاي😂😂ولما بتوه بتعمل اي🙂😂
8099,تختلف ضحايا الاهلي ... وتبقي الثلاثيه ثابته 😉🔞
8100,"#الشناوى 
أحمد شوبير : 

الأهلي يفكر في تجميد محمد الشناوي لنهاية الموسم بسبب اخطاءه المتكررة وسلوكه مع زملائه ، وقد يتم اعطاء شارة القيادة لـ عمرو السولية أو علي 
معلول.......
يلا بقا سخن يا بن شوبير ...ابوك لعبها صح 😉"
8101,"عودة الفولت 😍

كهربا سجل مع الأهلي ""١٧"" هدف خلال ""٦٢"" مباراة أكثر مما سجل أحمد عيد عبد الملك مع الزمالك ""١٦"" هدف خلال ""٦٨"" مباراة 😉"
8102,الله يستر لايقولون ابطال اوروبا اسهل من الدوري😂❤️
8103,الأهلى ينجد القطن 😂
8104,"#كامل_الوزير  .. الزملكاوي المتعصب والذراع الأيمن للرئيس .. ما رأيه بشتم الأسطورة #الخطيب والخوض في عرضه من بلطجي الزمالك .. و هل هو ""الرجل الخفي"" وراء دعم ومساندة الهارب من وجه العدالة المجرم (بحكم المحكمة) المدعو #مرتضى_منصور  ؟؟؟ 😤🤔

عايزين نفهم يا ""كامل""😉⁉️⁉️"
8105,هذي بلنتي😂😂😂😂 عطوهم الدوري وريحونا
8106,"هدف غالى  غالى اوووى وبزيادة كمان ويستحقون

 الفوز  البنك الاهلى مبروك خسارة بيراميدز  🤭

ربنا يزيد.ويبااااارك خسارة 😉😂😂😂

الدورى بيقول اهلى 🔥🦅 وبسسسس👌"
8107,"اتمنى دياز يصحح من بعد هالسوء لان بيجيك توقف شهرين للمونديال وبعدها بيكون التنافس اقوى على الدوري بعد التوقف 
وسالفة الاصابات العضله الضامة ماتكرر 😉"
8108,"هااام وعاااجل 😉😉
رسمياً اذاعه مباراة الزمالك وفاركو علي صيدليات العزبي تردد 19600🤭😂😂😂"
8109,"#الاهلي_الرياض 
ان شاءالله موسم ثاني بيلو يا #الاهلي 
قال قلعة كؤوس قال😂😂🐸🐸"
8110,مفيش غيرة اللى بيعدلى مزاجي الزمالك 😂
8111,"فريق سيء جداً 😏

من بداية الدفاع حتى المهاجم 👌🏻

٩٠٪ من الكرات مقطوعه .

هدف الباطن ثلاثه مدافعين على لاعب واحد 

المدرب لازم يشوف حل لنفسه 😉

 #الاتحاد_الباطن"
8112,اول مره أعشق الكورة صح 💙😂
8113,هو مفيش امل الاهلي ياخد اذن ويفتح الملعب؟😂
8114,تم عزل مرتضي منصور من رئاسه نادي الزمالك رسمي بخطاب طالع من وزارة الشياب والرياضه 😉
8115,انا اهلاوى وزعلان من وعلى الاهلى ولسه هاذلهم بالزمالك فوجئت انه اتغلب من انبى اتنين صفر كدا الزمالك يكسب .😂😂
8116,"الدوري في ميت عقبة 
الزمالك في اللوسيل 😉"
8117,سيبك أنت شوفت شعبيه الزمالك 😉
8118,"مخرج المباراه راضي عننا انهارده جايب الكادر علي جمهور الاهلي 🤔❤️
#المشاكس😉"
8119,الحكم حكم مزيان 😂😂😂😂
8120,الحكم زرف الكروات بركلة جزاء قبل المخالفة على حكيم 😉
8121,انا كنت مستني هتاف جمهور الزمالك من اول الماتش لعيبة و....ة يا ولاد الو ...ة و مخيبوش ظني🦅🦅🦅🦅😂😂😂😂💃💃💃💃
8122,لولا الاهلي ملطشه معاه شوية كنت قولت الاهلي وريال مدريد وجهان لعملة واحدة 😂😂😂😂
8123,"#الفيحاء
يحق ل #الهلال كل شيء 
في الدوري 
يبي يأجل مباراة 
هلالي يكلم هلالي اخر في اللجان ويأجلون 
ببساطة 😉"
8124,"الكورة مش فى ملعبى😂😂😂
 وانا نفسى اسالك  سوال لولبى 🙃😉😘"
8125,وليد الركراكي كانت الخطة ديالو   يشد الدفاع باستمرار لكي لا تسجل اسبانيا  و في التدريبا كانت مكتفة للاعب بونو على ضربات الترجيح فعلا ان كان العقل المغربي يفكر في الفوز فلا شيء يوقفه الحمد لله على الفوز و ديرو النية الكورة ضرب البوطو و ترجع تخرج 😍😉 #المغرب_اسبانيا #FIFAWorldCup
8126,الحكم شغال يوزع كروت مشاءالله عليه😂😭
8127,"بعد خروج الزمالك من افريقيا ومن كاس مصر واحتلاله المركز الخامس فى الدورى احب اقولكم ""ان كاس الرابطه اقوى من افريقيا والدورى والكاس ٩٠٠ مره"" والغندور مأكدلى😂"
8128,حد يعرف اماكن للخروج في الزمالك غير دور المجموعات😂🔥 #الزمالك
8129,معلومه اليوم : الزمالك بعد الخساره من شباب بلوزداد يؤكد أن كابتن بلال علام كان بيخدعنا كل دا و ان شباب بلوزداد هما الى عتاوله وليس شباب الزمالك .. شكرا 😂
8130,كان قاعد ورايا مدريدي شغال حزق باسلوب ينرفز كنت مستني جون الفوز عشان اخرصه قومت وقفتله ع الكرسي كدا 🤫🤫 اتقمص وقام مروح انا فرحان فشخ😂
8131,لاعيب بلوزداد عمل ميس باص ف رجل دونجا دونجا ردهاله تاني ووقف مسك دماغه على مسابها كانت الكوره اتلعبت  ف ضهره 😂😂
8132,جون معاق 😂😂
8133,الحكم ذا يستهبل الظاهر 😂
8134,"الزمالك لقي بعد ما طارق حامد مشي محدش بيلعب مصارعه وبلطجه ووساخه جابوا زكريا الوردي 😡
#السوبر_يا_أهلي
#المشاكس😉"
8135,"لو ضم المدني لاعب الاهلي الواعد 
بدل ناصر الدوسري 😉
ماهو انتقاص فيه لكن امنية  
تبارك الخلاق المدني"
8136,والله في قسم السعادة الله يجعلكم من الحاله وزود الدنيا دوراة ي طحلبي يوم لك وعشرة عليك 😂 #انقذوا_الاهلي_مثل_الاتحاد
8137,"علاوة للشعب الاربعاء (الشعب يترقب)
تعويم الجنيه الخميس (الشعب يصوت)
الاهلي والزمالك الجمعه (الشعب يتلهي)
اول الاسبوع السبت (الشعب نسي وبنحفل على بعض هنا او هنا) 😉😉"
8138,قووووووووووول ٥ الساطي وهداف الدوري وصداره 😂👏🏻👏🏻😂😍😜😂😅
8139,"رئيس قروب الفطاير
وجه لاعضاء القروب بالشوشره والضغط على لاعبين الاتحاد ببث الاشاعات
طبعا كل ذا مو عشان الدوري لا
عشان يغطون على فشل ادارة ناديهم والمشاكل الي جايه 😂😂😂 #رومارينهو"
8140,"مامي بعد جول طلائع الجيش، قالتلي الأهلي هيجيب جولين 😉
فا لو الماتش خلص كده الأهلاوية كلهم يجيبوا هدية بقي. 😌😂"
8141,"#النصر_الباطن
وش ذا الفريق اللي ما يفوز اللي بالوقت بدل بدل الضايع !! الا غصب #دفع_رباعي واضحه وضوح الشمس 🌞😉 لكن بدري عليهم الدوري يبطون 😁"
8142,"دونجا قام بالواجب
😂😂😂

#الزمالك"
8143,"متحمس للمباراة الهلال والزمالك وبإذن الله راح يفوز الهلال وناخذ كاس سوبر لوسيل ونرجع ثأرنا القديم يازمالك 😉#كاس_سوبر_لوسيل  
#الهلال_الزمالك"
8144,الله يستر على ابو مكرفون لا يزر عقله بعد الحكم وهو  اساسا رقله  😂😂😂
8145,"البطولات في نظر الانتراويه :- 
اليوفي يأخذ الدوري 9 مواسم بطولات ضعيفه 
يفوز الانتر .. اقوى بطولات في التاريخ .

اليوفي يصعد النهائي لايعتبر انجاز 

يصعد الانتر للبطولة .. بطولة الكبار و المشاركة انجاز .

يلعب في الدوري الاوروبي بطولة الكبار 
يلعب فيها اليوفي بطوله فاشلة 🤣😂"
8146,"سعادة الريس اما بعد 😎
أتمنى تصرف الاجانب وتبقي على غرابان وتتعاقد مع السنوسي ومهاجم ثاني - بعدها بتزيد متابعة ومداخيل النادي كثير بسبب حضور مدرجه اولاً وبوجود لاعبين ممتعين داخل الملعب مثل ""رياض - سنوسي - هشام""
الحظ يرافق الشجعان ياريس
و #الاهلي يستاهل سويّها 😉💚
@WaleedMuath"
8147,"التااااااني محمد شريف 👌💪♥️♥️♥️
#الاهلي_الزمالك 
#المشاكس😉"
8148,محمد البريك من كاس السوبر ضد الاهلي 2015 وهو يشوت فاولات..ولا قد سجل 😂😂😂😂 #الهلال_الاتفاق
8149,"ياريت خرجنا من الزمالك مدربين زى #عماد_النحاس و باقى العصابة اللى بتنقذ فريقها من الدوامة والله ما كان ده حالنا ولا كنا وصلنا لكده ابدا. 

بس لأن الحلال أجمل سأنتظره 😉❤️"
8150,"كالعادة الحكم المحلي في مباريات #النصر علامه فارقه 😅
يا سبحان الله اذا النصر ما ينتصر بالحكم الاجنبي لكن المحلي اموره طيبه 😉

#النصر_التعاون"
8151,"الزمالك المفروض يشارك في كأس العالم للاندية بصفته بطل كأس الكؤوس سنة ٢٠٠٠

الزمالك المفروض يشارك في كأس العالم للاندية بصفته بطل افريقيا سنة ٢٠٠٢ 

البطولتين اتلغوا 

معندناش (حظ عوالم) زي ابو خمسة 😂"
8152,امين عمر 😉😉😉😉#عقوبات_الزمالك_فين
8153,"كأس لوسيل عامل خرم فى دماغ الهلافيت 😉
وبيقلك ماتش ودى ملوش قيمه طب لما هو كده كنت هتموت وتلعبه ليه وقلتوا ان الاتحاد القطرى بعت خطاب عاوز الاهلى بالاسم لما  ثبت انكم كدابين الحرقان زاد عندكم 
طب هو ماتش ملوش قيمه شاغلين بالكم ليه بيه ما تخرسوا 😉"
8154,"ويقلك الاتحاد تحكيم 😂
يارجل شوية و كونان ياخذ سروال اللاعب"
8155,هذي ماهي فاول 😂😂😂😂😂😂😂 يعني لايبزيج جالس يلعب ضد اليهود ذولي وزيادة على كذا يلعب ضد الحكم
8156,"🇰🇼🤸‍♂️⛹️‍♂️🏃🏾‍♂️🤾‍♂️
نبي علي السنه الجديده تكشخون
لاعبين منتخباتنا باللباس... اتعبوا شوي علي اللبس يا إتحادات!!!
منتخبات العالم تلبس أديداس وبوما ونايك والماركات الزينه واحنا للحين ارينا 😁
تري حتي اللبس له شغل.. يخلي اللاعب بنفسيه أقوي ويهتم بنفسه أكثر ويبدع 😉"
8157,مجلة الأهلى بتتباع فى إسماعيلية بأزيد من تمنها من بتوع الجرائد و بالذات الراجل اللى عند محطة الإسماعيلية اللى جنب الكوبرى😉
8158,محبوب الملايين😉❤️‍🔥 #الخطيب_درع_الاهلي_وسيفه
8159,"إن شاء الله نستعيد التوازن بالفوز علي انبي يوم الأربعاء إن شاء الله ونستعيد الصدارة من غزل المحلة 😉
#ادعم_فيريرا_وابطال_الزمالك"
8160,"#ميسي يتوج بجائزة FIFA 
#الاتحاد_الدولي_لكرة_القدم
لأفضل لاعب⚽️ في العالم 
و #كرستيانو_رونالدو   يتوج بجائز افضل لاعب في مبارة #النصر و #ضمك واللاعب يدلل ويبرح له في الدوري السعودي حتى لا تفشل الصفقة المليارية يا الله دخيك من سوء المنقلب 🤨😉"
8161,عارفين الضحك هيبقا امتا … لو الاهلى خسر ضد الهلال الماتش الجاى 😂😂
8162,الاتحاد خلى الكائن النصراوي يشجع اندية الدوري كلها صياااااااح صياااااااح 😂🤣🤣
8163,"بعد إعلان #ترامب انه سيتم إعتقاله يوم الثلاثاء المقبل: سيظهر صحابنا المعروف بالشطحات ويقول: لقد اجبرنا #امريكا على إعتقال ترامب لتنفيذ الحُكم الصادر عليه من المحكمة الإبتدائية في صعدة،
""هو الله"" 
قوة القوة😂😂"
8164,"1/5/2022
توقف  الهلال فترتين تسجيل بسبب تحريض اللاعب محمد  كنو لانهاء عقده مع النصر 

12/3/2023

رفض الدعوة المقامة من نادي النصر  وبراءة فهد بن نافل وفهد المفرج لعدم ثبوت تهمة التحريض 

دعوة للضحك عشان كذا دايم نردد والله مايتطور الدوري لو تجيب ميسي ورونالدو 😂"
8165,"مساء الفل كل عام وانتم بخير
 البوووس مبيجبش عيال 
😉♥️ الله يباركلك يا ابو ليلي 
#الدوري_يا_اهلي"
8166,"محمود البنا حكم للقاء الزمالك وبيراميدز 😉
ربنا يسترها ونكسب بكره لانها مش ناقصه"
8167,منيح انه كنت قاعد بحكي على جروب النادي وشلينا امل الشيخ احسن من اني احضر المباراة يلي احلى اشي فيها صفارة الحكم😂😂
8168,بلنتيات للاتحاد يتجاهلها الحكم والفار.😂😂
8169,مبروك علينا المليون دولار يا أبطال الدوري😉♥️
8170,"#بهدوء
البنك الاهلي يفوز على الاسيوطي 2/1 ويترك القاع وينزل بالمانجا اللي باظت الى المركز ال 17 😂😂😂"
8171,الفكرة إن الخراب اللي هو عمله هياخد سنين عشان يتلم، مش حتى يرجع زي الأول لإن مفيش رجوع خلاص، بس هو لازم يمشي دلوقتي عشان أكتر من كده الاهلى هيضيع كابتن بيبو بوظ مؤسسة رياضيه مصرية😉
8172,"لعيييييب يا اسماعيل ..
حرفنة وثبت الحارس وحطها بمعلمة مايعملهاش ليفا حتى 😉"
8173,"البطولة في المغرب والصياح في ميت عقبة 😉

#المونديال_بيحب_الاهلي"
8174,"شوبير على الردايو
مصطفى شوبير لما لعب ظهر بشكل كويس وتألق لدرجه أذهلت جماهير الاهلى وقالوا ده حارس كويس اوى واستغربوا ليه مبيخدش فرصه لانه عنده موهبه وثبات انفعالى 

ومين يشهد للعروسه يا شوبير انفخ فى ابنك اوى😉"
8175,"أحنا تيم الملوك ❤️‍🔥⚔️يعني تيم محاربي الاهلي 😉♥  اهلاوي وحابب تدعم الاهلي قول تم وانا هضيفك ل اقوه 💪🏻✌
تيم اهلاوي ع السوشيال ميديا 🚴‍♀️🥳تيم المحاربين من اجل الاهلي
تم واخطفك ي أهلاوي 🦅"
8176,"اميرال صوروه على انه مهاجم الاحلام قبل ان يشاهدوه يلعب 😂

الربيعي صوروه على انه محمد الدعيع الجديد 😂

ياخي جمهور الاهلي جمهور حبيب ههههههههههههه  سبق اني قلت الربيعي نكبة النكبات ما احد صدقني 😂😂😂 #الاهلي_الرياض"
8177,"نتايج الزمالك متعلقة بنتايج ليفربول 

ليفربول يكسب = الزمالك يكسب 

ليفربول يخسر = الزمالك يخسر 

حاجة غريبة 😂"
8178,"#الاهلي_الرياض
الحكم الا يبغى الاهلي يفوز ترانا نشوفكم ياحبايب 😂😂"
8179,كمية صياح على التلفزيون كفيله تعدل مزاج الواحد والله ، سيف زاهر ومعاه احمد ناجى وفضل وابراهيم فايق معاه طه اسماعيل وقناة الاهلى عماله تندب وحاجه اخر روقان 😂😂
8180,"#الاهلي_الرياض
الحكمي حفله
60 مفصل طاروا ولا اي كرت
😂😂"
8181,"#ملوك_ال٩٠
مع الأهلى مش هتقدر تغمض عنيك ❤️🦅❤️😉🤣"
8182,صيحوا صيحوا صيحوا والقموا 🤏🏻🤏🏻🤏🏻😉😉
8183,"🎙️ طارق ذياب - beIN Sports:

""يجب القيام بـ تحاليل لـ الحكم بعد نهاية المباراة، لأنه يبدو مكثر 'ڤودكا'.""

😂😂😂😂"
8184,#الاهلي_الرياض ولأنه قدامنا الفيحاء بسكت ياضفدع ياصغير😂
8185,طب اهو الونش هيغيب مش اقل من اربعه شهور حد من الإعلاميين الغير محترمين هاجموا اداره الزمالك اسف مفيش اداره هاجموا مرتضي ساب مستر اسيست ليه 😉😛
8186,"مرشح للمره الثالثة 
خلاص اسمه الهلال الترشيحي 🤣🤣
يسمعون بالاولويات😂

اولوية خرا 😂😂

#النصر #الهلال #الاتحاد #الاهلي"
8187,"تدرون ليش مذيع المكياج ما سأل ضيفه 
( هل كنت تتعمد المماطلة مع إدارة الهلال حتى دخل اللاعب الـ 6 شهور ‼️) 

ما يقدر لأن الإجابة نعم وإن اثبت غير ذلك هناك من يرد عليه ويخرب المسلسل 🫢 .. 

عموماً عزيزي خبير المكياج : 

"" حاول تمسح ( مكياج ) الحياد ، وتظهر بوجه الحياد الحقيقي 😉‼️"
8188,"ثلاثة مجانين خططوا يهربوا من المستشفى قالو نقتل الحارس و نهرب نزلو مالقو الحارس قال واحد منهم ارجعو يا شباب الخطة فشلت
😂"
8189,"#الاهلي_صنداونز 
اسياب خوصارة الاهلي 
روح الفانيله الحمرا كانت نايمه ههههههه 😂"
8190,حتى مع الحكم الاجنبي يصيحون 😂
8191,"#النصر 
ايووه تقولون الدوري للنصر شكل اللي يقول كذا مايدري منهو مدربنا ومنهم ادارتنا ومنهم لعيبتنا 💔😂
الله يزينه بس 🤦🏻‍♂️"
8192,"دوبي اكتشفت ان الاهلي فريق وضيع 😂😂😂
٢ من الرياض اترقعوو"
8193,الهلال ضيع بلن في الدقيقة الأخيرة أنا محتاج حظ الأهلي في حياتي😂😂
8194,"الي بالي بالك من 5 سنوات 😉
غيرتم رايكم ،، لو سمحتم حددو موقعكم مع تنظيم #قطر لكأس العالم أو لا ؟ 
علشان الي بالي بالك يغيرون موجة التردد للتطبيل ؟
#الاهلي #الاتحاد #النصر #الهلال"
8195,"#السعوديه_الارجنتين
أصلا الحكم خرب المباراة 😉😉😉😉"
8196,"#انقذوا_الاهلي_ياوزير_الرياضه
وزير الرياضه مو فاضي لمشاكل الاهلي مافي غير النادي هذا  سبحان الله امس يتهمون الوزاره في تهبيط الاهلي واليوم يتباكون ويقولون  انقذوا الاهلي 😂😂😂😂😂😂"
8197,هي العارضة دي معمولة عشان تصد هجمات الزمالك بس و لا ايه 😂😂😂
8198,"عبدالشافى صادق :  
النادى الاهلى سينهض سريعا من كبوته مثلما فعلها الزمالك و عاد كما كان مرعب افريقيا و فاز على الترجى المرشح الاول للبطولة و كل الفرق دلوقتى قلقانه من عودة الملكى
 بان القلق من انبي😂😂"
8199,"#معلش
بمساعدة الحكم والفار ومذيع أون زمالك 
كلبش صغنن كده 😉😂😂😂"
8200,عطوهم الدوري وخلاص 😂😂😂
8201,حقول كلمه بس محدش يضحك  الزمالك 😉
8202,"شوبير
بعد التألق اللافت للنظر ل ابنى مصطفى شوبير فى حراسه المرمى الاهلى يلغى فكره التعاقد مع حارس مرمى جديد 😉"
8203,"معينين #بلال_علام للتعليق على مباراة #المصرى_الاسماعيلى علشان ميعلقش على ماتش #فاركو_الزمالك ويقول #الدورى_فى_ميت_عقبة!
بس ان شاء الله #الدوري_التاريخي_يازمالك 
😉🤔👊🏹🤍🇦🇹💜"
8204,"#قطر_الاكوادور
الحكم متحامل على الإكوادور 😉"
8205,"يعاتبون وزارة الرياضه و يحملونها سبب  #ايقاف_الاهلي_فترتين ، و يطالبون بإيقاف برنامج وليد الفراج على نشره الخبر .. 😂
جمهور آصابته عدوى الحليف ، يتظلمون و يتباكون و يدعّون آنهم مُحاربون ، على هالفكر 
مطولين بدوري #يلو  .. كان الله في عونكم"
8206,مبروك جماهير برشلونة على أنتصار في مباراة كلاسيكو له نكاهة خاصة بخصوص بالكامب نو بعد فترة لم نلعب بالكامب نو بسبب الصيانة والتطوير الملعب الدوري الاسباني لم يحسم بعد أنشاء الله نتصر عليهم في مباراة كلاسيكو بالكامب نو من كأس الملك أسبانيا مباراة العودة ❤💙😉
8207,"هي الحياة ايه غير إن الزمالك يقع أول ماتشين ثلاثة وفي الأخر بلال علام يقول #الدوري_ في_ميت_عقبة 😉
#الزمالك_انبي"
8208,ع الله جمعه من حقق تتمارض وتعترض 15 مليون من بيراميدز مش قليل انت مش بتشفهم في الزمالك حقك يا جدع 😜😉
8209,"مشاركة ٣ من لاعبين الاهلي الاجانب في الجونين 
تاو جول / اسيست علولو "" جون اجنبي بحت 
سافيو جول / اسيست عبدالقادر 

هو  دا اللي احنا عايزينه مشاركة اللعيبه المحترفة في الاجوان امر مطلوب مطلوب 
امال جايب المحترف و بياخد دولار لي ؟

عشان الصناعة و الاجوال 

الحبل ع الجرار 😉"
8210,"سمير عثمان:
ركلة جزاء حسام حسن كانت سهلة جدا وكان يجب احتسابها تفسير انها مش ضربة جزاء عند إبراهيم نور الدين فقط.
لا أعرف كيف احتسب ركلة الجزاء لصالح الزمالك لمسه يد ؟
الكرة واضحة ونداء للحكام يجب أن تكون انانيا وتحب نفسك وتخاف على اسمك !
بس يا كابتن سمير دى تعليمات وأمر مباشر😉"
8211,افريقيا دي مهزله والله يعني لاعيبه صان داونز بيدوا الكوره للهلال و مش عارفين يجيبوا جول😂😂
8212,#الاتحاد متصدر الدوري حتى أشعار آخر . . 💙😉🤍
8213,"بعثه الزمالك تسافر غدا الساعه 11 صباحا لقطر على طائره خاصه 😉
ان شاء الله نكسب كأس لوسيل ونفرح كلنا 🙏"
8214,"أنا عيشت 25 سنة فلو فهمت كورة من سن 8 سنين مثلاً فانا شوفت 
(14) دوري
(7) أفريقيا
(11) سوبر مصري
(7) سوبر أفريقي
(4) كأس مصر 
(1) كنفدرالية
عمري معملت الظيطة دي كلها بصراحة في أي بطولة غير في ماتش ""الزمالك"" هي الفرحة حلوة وكل حاجه بس تقريباً المكسب الكتير هو اللي بقا مش حلو😉"
8215,"#النصر
#اكشن_مع_وليد 
 نادي الفقر كل شي سواه مب بس الهدر المالي 
مستميت يبي الدوري خايف يطلع موسم صفري كالعادة 😂😂
 والباين موسم صفري ان شاء الله
😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂"
8216,"مش معقول يا غريمي كل دي صدمات في يوم واحد، يعني تبقوا قاعدين تتفرجوا علي صور الأهلي اللي كلها شياكة وفخامة وهو رايح كاس العالم للأندية اللي أنت متعرفش عنه حاجة، وكمان تلاقي أحمد قندوسي اللي أنت مأكدلي إنك خلصت فيه بقي أهلاوي.🤭 
يلا تعيشوا وتاخدوا غيرها 😉😎🦅❤"
8217,دخلت اشوف تشكيلة بايرن ، الصدمه سومر الحارس 😧😧😧😧😧😧😧😧😧😧😧😧😧😧😉😉😉
8218,والله صلاح مضحك اللاعب يرتجف قدام مدريد 😂😂😂😂
8219,"هلق انا ضد الشغب والتكسير بس الاوفر ريأكشن 😂😂😂 بتحس انو مكسرين استاد لوسيل الدولي مش ملعب مكسر اصلاً..
ع فكرة ما بتابع الدوري اللبناني ابدا"
8220,هو يبي ينطرد المطيري و الحكم مو طارده 😂
8221,"لم الدولة تكون راضية عليك يبه 
تاخد الدوري وانت في الفندق بالتليفون 😎🇦🇹🇪🇬🏹⚡😉😂😂"
8222,بتوع ارسنال فرحانين انه السيتي جاله بايرن عشان يبعد عنهم 😂 يارب يخرج وياخد الدوري
8223,"ياريت نفكر من دلوقتى فى طريقة نفصل بيها النت عن أدمن الجزيرة يوم ماتش الزمالك و بلوزداد

أحسن ده فى التحفيل ماعندوش رحمة 
😂 😂 😂 😂"
8224,"تخيل فقط من فيه يحاول يكرس مفهوم ان وجود الصليهم في التشكيلة يعطيك أفضلية التحكم في وسط الملعب وامتلاك الكورة أكثر !

تخيل فقط هذا الشيء! 😂🙂"
8225,الحكم ده من اول الماتش و هو مريب والله😂😂😂😂
8226,"#جمهور_الاهلي_يحظر_قناه_ssc

جمهور الأهلي واعي وراقي ولا تنطوي عليه مثل هذي التفاهات والخزعبلات يكفي أنه طرد الدخلاء والمرتزقة وانتزع فريقه بالقوه ولا لأحد فضل ولامنه غير الله 😉💚"
8227,"غازل على حسب لاعبك! 
مثل:انا ميسي وانتِ الكورة الذهبية 😂💪"
8228,😂😂😂😂ناتشو مفروض يطرد بعد كم فاول كده؟🙈🙈الحكم لذيذ
8229,الاتحاد يبغى الدوري وهذا مستواه يعتمد على المرتدات ضد الفيحاء  😂😂😂
8230,لازم ارسنال يخسر انهارده او يتعادل عشان المشاهد الغير منتمي لأي فريق يستمتع بما تبقى من الدوري😂
8231,مبارة وديه  ☺️💁🏻‍♀️الوعد الدوري😉👌🏻 #الهلال_نيوكاسل
8232,"من فترة ماشوفتش اداء #الأهلى كدا 👏👏

وسامع صوت ركب بتخبط فى بعضها هناك 😉"
8233,"عاجل 
علاء صادق بعد ما سمعت ان رود خوليت تمنا فوز الزمالك بكأس لوسيل تاكدت انه تمت زملكه قنوات بيين سبورت وبطالب الاهلاويه بمقاطعتهم 😉"
8234,انا بعد ماشفت كلام القدساويه وفرحتهم العارمه وتنفس الصعداء من جماهيرهم مارجعت للجدول لانه ادري انهم ينافسون ع الهبوط ، رجعت للمباراه وشفت اغلب المباراه متكتلين ومرتدات وكل هجمه عدد هجومهم اكثر من دفاعنا ويطلع لك واحد يقولك دافعتوا وللعلم بعد الهدف اخذ عموري الكوره 😉😂😂
8235,"ما عرفنا #دوري_يلو 
إلا لما المجانين نزلو 🤨

شفتوا فايدة هبوط نادي مثل #الاهلي 😉

مادام نجحت العملية في يلو نزلوه للثانية علشان يصير الدوري بجميع مراحله ممتع 👌🏻

عقبال الثالثه يا أهلي 😎

 #الاهلي_الاخدود"
8236,الزمالك😂😉
