,tweet
7868,"#وش_كان_اسمك_بالبلوتوث
صراف الي هههه ونا كنت زي الإنسان الآلي معيش مفيش هههه ومرات كنت بسميه البنك الاهلي هههه"
7869,بيقولك مره حلة رز شاطت جابت جون هههه
7870,اتكعبلت دلوقتي وانا ماشي راح الحكم حسب ضربة جزاء لمحمد صلاح هههه
7871,"#جمهور_الاهلي_عنصري_للاهلي
هههه حنشوف 
يوم الخميس بنشوفكم تشجعون الزمالك"
7872,هههه هههههههههه عليه العوض فى القناه يولاد الوسخه احنا شعب الاهلى يفكر حد بس يلعب معانا وبلشفاء الله يرحمك يا قناه #الاهلاويه_يقاطعون_المحور
7873,روح للبوابين هاتلهم صفقه بس وهما عندهم إستعداد يهتفوا لأمك ذات نفسها هههه #جمهور_الاهلي_عنصري_للاهلي
7874,هههه #جمهور_الاهلي_عنصري_للاهلي
7875,😅 😅 أكثر لاعب مهاجم بدوري هههه حمدالله ياخذ كرات في بيته سوبر هاتريك خخخخ
7876,حووووليانووو فناااان هدف خرافي 😂😂👍👍👍👍صح عليك شقال قوميز قااال نصف أهدافه بلنتي بدعم فاري هههه
7877,وش السالفه كل مااستبشر بتعاقد جديد يطلع من نصيب الأهلي المصري هههه #الأهلي
7878,تخرج بشرف امام اليابان احسن ماتخرج امام تايلند هههه ، وبعد مبارة قطر غسلت يدي ، من اختار الاسماء وعدم وجود راس حربة صريح مايفهم كورة ، وانصح بتخفيض المحترفين الي خمسة من صالح الكورة السعودية واقل تكلفة  ، ولأول مرة تخرج السعودية من الدور الثاني بالسنوات الاخيرة#السعوديه_اليابان
7879,الشهري وغريب يتناقلون الكوره بالوسط هههه
7880,😅 #بيتزي_طاقية هههه اليوم مدرب اسلوب هلالي استحواذ بلا تسجيل احد يحط المولد رأس حربه هو اصلا لاعب طرف يمين 😂😂بيتزي مدرب فاشل اللي جابه واعطاه الثقه هم سامي و ال شيخ و عادل عزت وحاربوا مارفيك 😂بس عشان يوظف لاعبي طواقي في المنتخب رغم مع مارفيك كانوا الأقل هههه في دفاع
7881,"#السعوديه_اليابان
كارثه مابعدها السعوديه على كبرها وعدد اندينها مافيها مهاجم يعتمد عليه المنتخب
على كذا يلزم الاتحاد السعودي الأنديه بسعودة خانة المهاجم هههه"
7882,ههههه هلال قال ههههه هذا هم لاعبي الهلال فاشلين اللي مزعجينا فيهم ههههه القم يا بيتزي طاقية ههههه هدف من اسهل الاهداف كرات ثابته ما تعرف كيف يستثمرها المنتخب ياللي جالس تبني تشكيلة من لاعبي الطواقي هههه الغشمان
7883,ههههههههه اي عرضيه هدف هههه بيتزي ماله عيون يشوف هالاخطاء المتكرره للأسف من كوره سجلو  الان صعبة المباراه كثيرا
7884,هههه هدف ياباني #كأس_آسيا2019
7885,بالنسبة لي أفضل الاعتماد على الينيا الرائع و لا الاستثمار بمبلغ خيالي في لاعب واعد في الدوري الهولندي.. اما ارثر هههه فهذا لاعب خط وسط من بعد آخر و الله ما خيب أمنياتنا في رؤية تشافي جديد على المدى القريب.. و بالتالي من يظن أنه يمتلك موهبة توصله إلى كتابة التاريخ
7886,اكيد المدرب ده يقرب لبيركامب عشان كدة مبيلاعبش الطيار هههه
7887,"#هيئة_الرياضة_السعوديه_
افيدونا بخصوص لجنة التحكيم هذه المتناقضه 
شكلاً و موضوعاً 
بخصوص الكرت الاحمر في مباراة الاتحاد و الوشم 
هذا قراركم 👇🏻👇🏻👇🏻

#عاقب_الحكم_لكن_ارفض_الاحتجاج_
هههه شر البلية ما يضحك 
رياضة ترفيه"
7888,جمهور الاهلي برافو استمروا... هههه
7889,"ساري ينتقد الاعيبه وما يشوف نفسه لا تبديلات زي الناس ولا تيكيك ولا مدواره ولا اختيار للاعيبه الصح ولا توظيف صح ، اجل هازارد مهاجم وهمي وعندك جيرو هههه اجل كانتي طرف او مهاجم ههه 
- ويجيك في الموتمر يقولك الاعيبه ليس عندهم عقل وانت عقلك وين لما تلعب ويليان أساسي وهوا من اسوء لاعب"
7890,"سعيد المولد عقله في شراب 
سلمان المؤشر  هبوط حاد في مستوه 
الكسيس مقلب 
خورادو تكملت عدد 
السعيد جاي يتأهل ويمشي 
احتياط كلهم طلاب الثنوي ومكنياتهم محدوده  ويجيك وحد دلخ يقول المدرب طباخ لحول هههه 
#الاهلي"
7891,هههه بيب بيب بقي يا كابتن #عالجوا_جمهور_الزمالك
7892,"مرتضى شتمهم ورفع الجزمه وبيقولوا عليه رمز  هههه
 بواااااابين واخدين على كدا #عالجوا_جمهور_الزمالك"
7893,عالجو الناس التعبانه البواسير صعبه عندهم هههه#عالجوا_جمهور_الزمالك
7894,"تم رفض علاج البهااااايم هههه
#عالجوا_جمهور_الزمالك"
7895,هههه #عالجوا_جمهور_الزمالك
7896,"مرتضى شتمهم ورفع الجزمه وبيقولوا عليه رمز  هههه
#عالجوا_جمهور_الزمالك"
7897,ساري يحتاج هدف وما دخل جيرو هههه
7898,"هههه
 #عالجوا_جمهور_الزمالك"
7899,"مرتضى شتمهم ورفع الجزمه وبيقولوا عليه رمز  هههه
 بواااااابين واخدين على كدا #عالجوا_جمهور_الزمالك"
7900,"غير ورانا مباراة بكرا كان هضا رآه حكينا بصوت جمهور الاهلي هههه 😂😂😂

هوبلا عليهااا 🙄"
7901,مدرب ساوثهامبتون كان واقف بيعيط ع الخط عشان الحكم يصفر هههه
7902,"هههه كاسيميرو اصفر 🤣
ذا الحكم اسطوري كول المباراة ما يخبي الكرت😂"
7903,"سوزا من افضل صفقات الأهلي في وسط الملعب اخر 5 مواسم وجي الغبي ذا يتفلسف يقول سوزا نقطة ضعف هههه
@Hasanwsmr50"
7904,هههه حتى الهدف، مخرج المباراة يعيده مرة يتيمة وبعد مرور دقيقة!! اخراج وكاميرات تفتقد للنزاهة والمهنية #الاهلي #الأهلي_شبيبة
7905,هههه دفاع الأهل بيهبل مش بيشتت ربنا يستر
7906,الأهلي فريق هش امام النجوم وهش من اول الدوري مازلت اقول  مازالت اثار تخريب الفريق من بلوتو واضحه ولم يتم علاجها لحد الآن اين نتائج اجتماع اعضاء الشرف هههه هذا اذا فيه اعضاء  لك الله ي اهلي
7907,غيرو المدرب يحسبون نفسهم ايام خالد بن عبدالله المضحك المبكي انه الناس اللي كانت تطالب برحيله ويترك النادي لاعضاء الشرف ولا لمنصور بن مشعل مازالو يظنون انه في احد بيدفعع ويغير لهم محترفين ومدرب هههه انتظرو حسنات هيئة الرياضة اما في #الاهلي الحين ما معهم حتى يغيرو مدرب #بطر_النعمة
7908,هههه كل لاعب من الاهلي أعمى يقود زميله الأعمى الآخر.
7909,اهلا بالحكم المحلي هههه #الاهلي_النجوم
7910,تعمل برنامج في قناة الاهلي وتكون فكرة البرنامج قائمة على استضافة مشجعي الكيان . بدأو يشجعوا من امتى . المواقف اللي مرت عليهم في التشجيع واكون انا الإعداد هههه #البشمهندسة_بوسي_المتحدث_الرسمي_لشعب_الاهلي
7911,"#امير_بدون_تركي_فاشل_تعاقدات
ههههه ويقولو تركي بره الزمالك 
امال من غيره كنتو عملتو ايه هههه"
7912,"الناس تنتقد كلوب لانه باع الكاس لأجل الدوري والابطال ومو عاجبها
هذول ما شافوا الكتلان وهم يبيعون كل موسم لاجل يفوزون بالكأس هههه"
7913,هههه تاني هدف ما لحقنااا ننبسط بالاول 😂💪🏻❤️💙❤️🥰😂@yara_lb  الله يبعد عنا عين الحاسدين
7914,"هههه لا بعدين يقولك الزمالك عسل 😂
#امير_بدون_تركي_فاشل_تعاقدات"
7915,"اضرب عايز أتوب حال الزمالك دلوقتي هههههههه هههه ههههtitoooo😂😂😂😂😂😂
#امير_بدون_تركي_فاشل_تعاقدات"
7916,الحكم حاول يساعد السعودية بس ماقدر هههه #السعوديه_قطر
7917,"#المنتخب_السعودي 
وش هذي المسخره وش اللي صاير  مو كنه منتخبنا صاير منتخب فتنام 
بالله الشهري كبتن هههه 
سوال لقصي لو وقفت الدوري وتركت المدرب يختار بهدوء ورواقه بالله نوح ع غريب ع الشمراني  ع التسعيري هذولي من افضل لاعبين الدوري"
7918,"هههه 
والله مدرب المنتخب ولا يدري عنها 
بالله الغربب هذا اشيله منتخب ليش 
والبليهي كمان بالله هذا لاعب يحسب الكورة حماس 
وكمان يحيى الشهري صوره بالملعب كاشخ بالكبتنيه 
ولا الصيعري بالله هذا يروح منتخب😂
بالله مو شي يقهر اخلي قطر تفوز عليا😡"
7919,هدف صحيح هههه
7920,هدف صحيح يُلغى بداعي المصخرة هههه
7921,"اجمل مافي الشوط الاول
الروح الرياضية👏👏
ودفاع السعودية يلي تركو الكورة واخذو حضن سريع  هههه"
7922,اول ما حطيت ع المباراة انلقمنا هدف هههه واضح حظي كيف حلو💔
7923,هههه وربي دفاع خيالي
7924,قلتها و اعيدها مرارا وتكرارا اللاعب الذي يختار أموال باريس و دوري فرنسا على الليغا و على أي فريق فيها بالنسبة لي لاعب جبان و غبي و ذو فكر محدود لا يناسب فرق المستوى العالي.. هههه ما بالك بسيد اللعبة #برشلونة
7925,تسلل هههه
7926,الله يصبرهم العراقييين يحصلوهااا من المعلق والا من الحكم هههه #العراق_ايران
7927,الحكم المحلي يحرم الوشم من بلنتي صحيح  ومع ذلك في اتحاديين يقولون مظلومين هههه #الوشم_الاتحاد
7928,هههه جمهور الاهلي لما يبقوا في المركز الاخير ويبقي عندهم امل في الدوري لسه
7929,"•تحت المجهر• مش راكبه معاي هههه
 1830 #وقت اللياقة
🔛طلب من 61.7 - 61.4
🔛هدف من 62.6-63.6
🔻الوقف من 61
🔺اضرب واهرب كهدف لحظي🔺"
7930,ملعب أكبر أندية الدوري اللي بيصير العاشر عالميًا هههه
7931,"اتوقع فالفيردي ناقص يلعب هجوم عشان ناخذ الابطال هههه
بس فاقد الشي لا يعطيه يا ارينستو
انت جبان والخائف لا يربح الابطال الا بحظ استثنائي او اعجاز لاعب"
7932,تعريص الكاف بعد اكتر من شهرين عقوبة شمارخ مباراتين بدون جمهور الكاف يهزم الاهلي هههه#الترجي
7933,هههه حسين عبدالغني أكبر في العمر  من ريس النادي ومن المدرب
7934,هههه والله ضحكني هذا الريال ومدربه امام بتيس تلعب ب 10 مدافعين. والمدرب يدخل مهاجم لم يلمس الكره 45 دقيقه. لعد لو يلعب امام برشلونه حته زوجه سولاري تاتي لتلعب دفاع ايضا مو يجيني محنك ويقول هذا الفريق فاز ع برشلونه لاحبيبي الريال يبقى ريال وبتيس يبقى بتيس كبر لفك يابيريز النذل
7935,هههه هدف ايش التقنية الجميلة
7936,متخيلين يوم طلع بنزيما ماعندنا مهاجم هههه
7937,"هههه هذا المهرّج ( الحكم الماليزي) الوضع ما يستحمله ابداً 

#عمان_اليايان"
7938,وبعدين يااهلى هجوم كتير عاوزين هدف وهما 10 يلا تبوظوش اعصابنا 12حجر معسل شوط اول عاوزين حجرين بس بعد متريحونا بهدف يامسهل هههه
7939,"امام الفيصلي -  تعادل 
امام الحزم - خساره
امام التعاون - تعادل
امام الرائد - تعادل 

٩ نقاط خسرناها امام فرق متواضعه
٩ نقاط  كفيله بحسم الدوري من بدري  !! 

و يجيك واحد يقول 

اللي ينتقد #جيسوس ما يفهم كوره هههه"
7940,"#صاح_بترجي ههههه ياخي الخدم مشكله هههه صياحهم قبل شهر يسمعه القاصي والداني وبدون وجه حق 
لكن الاهلي فقط طالب بالمساواه وهذا حق 
عرفتوا ياخدم من اللي يصايح"
7941,مفلسه انوثه ومؤهلات فعيب تتكلمي وتدي نصايح عن الانوثه وهي مش عندك ده اولا   عيب كده ياروحي فاقد الشئ لايتكلم عنه حلوه كلمه ياروحي دي هههه لابجد طمنيني  انا ناعمه كده ولا لأ هههه هي بجد شبه المدمنين بالضبط وبعدين اشكالك اليي قلوبهم سوداء هم اليي بيعملوا هجوم غير مبرر مش انا
7942,"#جمهور_النصر_يطالب_بالعداله
هههه....العاهره عندما تتحدث عن الشرف.....
لو كنتم تريدون العداله لما طالبتم باستمرار الدوري اثناء بطولة اسيا وخضع لكم الاتحاد السعودي....
لو كنتم تريدون العداله لما زورتم في احنجاجكم على الوحده ومشاها لكم الاتحاد السعودي....هذي امثله بسيطه فقط..."
7943,#الاهلي_احد تراه احد هههه وين البلطان عنكم بس ياحسينوه 🤡
7944,"لن تتم يا خدم وبيننا الايام تذكرني بتصريح البلطلن لمن يقول هذا حسينوه وهذي خلاقينه ماتغير شي هههه
#الاهلي_احد"
7945,حتى المعلق ما يفرق بينهم هههه #الأهلي_أحد
7946,يقولون للحين المعيوف يدور الكوره ههههههههههههههههههههههههههههههههههه هههههههههههه هههه هه هههه هه ههه هههههههههه هه ههههه هه هه هه هه هههههه
7947,وش الفرق بين هدف الشلهوب وهدف البليهي في الزمالك      يافرحه ماتمت هههه
7948,#الهلال_الرايد الحكم نفس طقم الرائد هههه دوري حوري مستحيل يكون فيه مثل كذا
7949,بعض جماهير فريقنا.. في كل خساره وتعادل يرمون  التحكيم وأن هناك  مؤامرات  ضد فريقنا.. معقوله وهذا القول يترك مجال للاداره   بالقصير عدم  التحرك بشكل جيد  كون أن الجماهير اصلا مقتنعه فإذا ذهب الدوري هذا عذرنا وإذا كسبناه فنحن الأقوياء.. هههه
7950,الى كل مشجع فقراوي اليكم هذه التغريدة مني ..كيف تقولون اللجان كلها هلالية وفيه لجنه منها وقفت معكم اثناء التصويت على عدم ايقاف الدوري وأخذت بالتصويت الاقل على الأكثر كله عشانكم تتصدرون لاكن خيبتم ظنها بتعثركم أمام الفتح ونادي دعوات البنت هههه اقصد نادي الفيصلي..
7951,اطردوهن من  الكوره الارضيه  هههه #اطردوا_البنات_من_تويتر
7952,"كل انسان فريد بطريقته الخاصة 
كل انسان له جمال خاص ...........
فكما انه من المفروض ان لا يعالج كل الناس بنفس الدواء حتى و ان كان لنفس المرض .ليس عليك الحكم على جمال او اسلوب او طريقة عيش او فلسفت حياة.......اشخاص مختلفين بنفس المعايير 
تفلسف الحمار حتى مات جوعا هههه😁😁"
7953,"هدف ضايع لكانت الفضيحه هههه

#ليفانتي_برشلونه"
7954,"المنيسي والقيعي واخدين رئيس المخلط غسيل وكوي علي قناة الاهلي هههه

 #مرتضي_فوق_القانون"
7955,شكل سلسلة تعثر النصر والهلال مستمره والشباب ياخذ الدوري هههه
7956,انا بصراحه ك هلالي ويقول الحق اشوفه مو بلنتي وفوق كذا الحكم زود الوقت وعشان كذا انا مبسووط هههه #الفيصلي_النصر
7957,القم هههه هدف يتحمله الجبرين
7958,"هههه الحكم مضيع ع الجهتين 
عينيه صغار ما بشوف كويس 🤦‍♂️🤦‍♂️😂😂😂"
7959,اقرأ في خبر صدمني صراحه مع هذا الصباح يقولك الاهلي بيوقع مع بدر النخلي هههه #وش_تسوي_الحين
7960,"#ارفعوا_الحصانة_عن_مرتضي 
خزووق كبير لبسه المختلط 
ترك كاسونجو الاعب السريع القوي الي بيهد اي دفاع واخذوا خذوق لاعب اسمه الطيب لانه طيب 
لاعب كل تنقلاته بين الانديه بتم فري 
لاعب بطيء
مش متحرك
كبير في السن 
مش مهاري 
مجهوده قليل في الملعب
شبه احمد حسن كوكا
خذوق ولبستوه معلش هههه"
7961,"ايسكو احتياطي ؟
ههههههه
ههههه
هههه
ههه
هه
ه
والله نادينا هذا مريض نفسي ، يديره رئيس نادي من فوق بينما المدرب مجرد دمية وطرطور يقوده الرئيس"
7962,"#امرابط_يريد_الخروج_من_النصر من شفت هجوم الاعلام النصراوي ع #الهلال وبث الإشاعات وأنا عارف أن لديهم مصيبة كبيرة 
لان طلعت الحقيقة 
#امرابط_يريد_الخروج_من_النصر هههه"
7963,"#ارفعوا_الحصانة_عن_مرتضي
ميدو اتهم الزمالك أنه حصل على الدورى بالدجل، ده محصلش وأتحداك لو إن ده صح هستقيل من النادى ولو طلع كذب هضربك وأمتلك إنى أخليك متنزلش من بيتك لمدة سنةوأكمل منصور هجومه كل كلمة غلط فيها هتدفع تمنها غالى، وبطولة أفريقيا بتاعة التنس كانت بالدجل يا رمز هههه"
7964,نادي الاتحاد فاهم الدعم غلط  ههههه تجيبلي لاعب لازم  تضمن لي  انه  يسجل ومستواه  ممتاز  وينجح هههه النجاح والفشل بالرياضه بعلم الغيب الا مع الاتحاد لازم تضمن طيب مانقول لحراس الانديه الثانيه تفتح  المرمى ويفوز الاتحاد  عشان يصيرون داعمينه صح  هههههههه  اه يابطني فاهمين الكوره غلط
7965,هههه بيراميدز بتجيب حكام اجانب علشان تكسبهم الماتش لا وكمان مقبضينهم كمان حسبي الله ونعم الوكيل في الي اشتري الاتحاد المصري بفلوسه رغم الحرب ورغم الرشاوي الي ضد النادي الاهلي من اتحاد الكره والاخ تركي الاهلي رغم انف الحاقدين هايكون بطل الدوري يابلد بتشتري النفوس ب الفلوس
7966,"#السعوديه_كوريا_الشماليه
صياح الدوري.... عشان صورة قام يتبكبك ويلوم الهلالييناذا تكلموا عن عدم إيقاف الدوري هههه"
7967,اسم اللاعب جانكلير توديبو .. احفظوه من الحين للموسم الجديد هههه
7968,مرة واحد شاط كرة في المقص الكورة اتقطعت هههه
7969,انا اقسم بالله ماهحرق دمي علشان شوية خشب عاملين لاعيبة ، ومحدش يحاول يبرر ويقولي علشان نركز في الدوري هههه ضغط الماتشات هههه وياريت حد يفهم كلوب ان الكاس دا مش حاجة وحشة والله وان اللي بيحصل دا اسمه عك .. بس نكمل حياتنا عادي جدا
7970,والله ماعاد باقي للمنتخب حقنا الا هدف ويستنجدو بطيران التحالف يغير عليهم من بطش المنتخب الايراني ههههه هههه
7971,"#اليمن_ايران
الحارس سبب النكبه كان مهزوز وهز الفريق معه واحبطهم لكن ماهو منه من قصة الشعر الي مسويها..هههه ..لو كان الحارس الاساسي محمد عياش موجود بتكون النتيجة أفضل من كذا"
7972,كلام بعض الاغبياء الي ع ارسنال فان تي في مضحك..يدافع عن ايمري و ما يلومه ع خسارة ال٥-١ و قبل سنة طايح سب في فنجر يوم خسرنا من نفس الفريق ٤-٠ 🤣 ياخي فريقك حاليا مش نادي كبير و بيتم يخيس دام كرونكي ما يدعم المدرب...تبا تضحك شوف فديوهات الاهبل دي تي 😂 يسلك حق عمره بشكل هههه
7973,"#اوقفوا_الدعم_الجارف_للاتحاد
ههههه اقسم بالله قوة سعادة في هذا الهاشتاق واستمتاع بالصياح هههه انا عارف ان الاتحاد مرعب وكان ينوم بعض الجماهير من بعد المغرب وتسألهم وش تشجعون يقولون مانتابع الدوري السعودي بس ماتوقعت ان خوفهم يوصل لدرجة ان يرتعبون لذي الدرجه والاتحاد بالمركز هذا 😂"
7974,مافي اي تفسير لتأخير المدرب الا ان الادارة تنتظر الفترة الشتوية عشان توقع هههه
7975,حتى هدف سويسداد الملغي صحيح هههه ي ربي ايش هاليله الحلوه
7976,ركلة جزاء كانت واضحة للريال والحكم لم يعود للفار ،، هههه ما فائدة الفار ان كان الحكم لن يعود لمراجعته ؟؟
7977,دفاع فلسطين جيد جدا لكن سوء من وسط سوريا بصراحة سوريا تحتاج وسط وصانع لعب والهجوم ماعليه كلام خربين والسومه 50 الف مدافع فلسطيني هههه بس اعجبوني  #سوريا_فلسطين
7978,دابا حنا سالينا من ماتش ديال البطولة الانحرافية وغاندوزو للاتليتي واشبيلية هههه غايبان لينا هاد الماتش هو أفضل ماتش فتاريخ الكورة
7979,- فى موسم 53/52 وفى نفس الموسم أيضـاً هزم الاهلى من الاوليمبى فى الكأس أيضا 6-1 هههه
7980,من فكاهات المعلق #حفيظ_دراجي امس في تعيقه علي شوطة اسماعيل الحمادي لاعب المنتخب الاماراتي [ وين يا اسماعيل الكوره وين تصتطاد بيها حمام هذي ولا صقور يا اسماعيل هههه]
7981,المفروض حظر حتى حساب القناة في تويتر هذي القناه من اول ماشفت مطرف والمريسل واعلام النصر ينفثون حقدهم وانا مقاطعها من زمااان تخيلوا مطرف ينتقد الحكم الاجنبي والمريسل ناقد رياضي هههه مصيبه هذولا مايستضيفهم الا الفشل والسقوط #مقاطعه_الحصاد_الرياضي
7982,الزمالك سيد البلد.. الاتحاد السكندري دا محل كبدة في الإبراهيمية هههه
7983,"هههه النادي الاهلي نادي الدوله 
وبطولات الزمالك حلال 
حلال في عينك ياكلب يابن ستين كلب"
7984,الله يحميك من المنتخب يا نوح هههه #الاهلي_الرياض
7985,كرت احمر لدجانيني هههه و #الاهلي_الرياض
7986,"#الامارات_البحرين 
بغض النظر عن اي حاجه 
اش الغباء هذا ! !! !! !! !!
وين عايشين احنا  ؟
 الدوري شغال  وكاس اسيا شغال 
لا والنكته بعد الجنادرية شغالة هههه"
7987,هههه عارفوا سيناريو الماتش اللي بعد ماتش خسروا الاهلي ده
7988,سؤال ماذا لوتم خصخصة الاندية وقام رمزنا بشراء الاهلي ماذا انت قائل يابن الشيخ ?اليس بعد ذلك يصبح النادي جزء م املاكه هههه انه الحقدضد الاهلي
7989,هههههه الكوره ماتبى السوبر هههه
7990,"هههه الفقراويه بيقدمون احتجاج اكييد بيقولون كيف تحسبون هدف مسجلينه اثنين ريفاس و ادواردو
 #الهلال_الدرع"
7991,"#الهلال_الدرع

حتى قدام عكاف الشيباني 
لعب حواري ويصيحون من 
الحكم المحلي وهم طالبينه هههه"
7992,الفنان نبيل الحلفاوي قال الاهلى فى فيلم جينزا حلو قوى هههه أنا شوفتة النهاردة وهو بالامارة بطولة عبد الله السعيد
7993,بيقولك في مرمى صغير مصر الأهلي ؟ هه ههه هههه
7994,سمعني صراخك يا طعميه  هههه #بيراميدز_الاهلي
7995,مدحت شلبي بيعلق علي الماتش في النيل سبورت بيقول ان بيراميدز مش نادي كبير بس هو صفقات كبيرة إنما الاهلي كبير بتاريخه.... هههه شلبي علي النيل سبورت غير طال عمرك 😅
7996,الكوره حالفه ماتدخل هههه .
7997,"فين ابو 70 جون ف 10 ماتشات 
فين كينو هههه"
7998,"#ماذا_يحتاج_الاهلي_لعوده_هيبته
يحتاج صانع لعب  ومحور ولاعب كمثل كماتشوا الاسم صح ولا لا هههه"
7999,ماتش الاهلي وبيراميدز له اعاده لكن الامتحان ملوش اعاده هههه
8000,#الأهلي وجمهوره عندهم حالة ذهول من اللي بيحصل هههه- حاجات جديدة عليهم بس احنا عندنا تخمة منها
8001,"هههه😃هههه😄
مذيع شقة الحدث، قصدي قناة الزمالك بيقول وبيستغرب قوي -:
هو رمضان صبحي حيفضل من مواليد 1997، ما زمانه كبر 
😱"
8002,#فخر_العرب فين الناس الروشة اللي هتقول يارب السيتي ياخذ الدورى ومحمد صلاح مش لعيب هههه ها فين👊
8003,ليست هدف هههه
8004,يقولك بيب خطته كلها *مثلثات* لدرجة انه يطلع الحارس هههه
8005,اوففف ماتدري من الغبي الحارس ولا المدافع هههه
8006,"أكبر خطأ ممكن يرتكبه بيب انه يدخل بكل ثقله الهجومي ويبدأ برتم سريع، ان صارت وعملها معناته فتح على حاله أبواب جهنم هههه
المهم عن نفسي أتوقع انه هيبدأ بتحفظ شديد وهيحاول استغلال أخطاء مدافعي ليفربول أو الحارس.. عشان هيك ربنا يستر من اليسون ولوفرن."
8007,"#ليه_الحبسي_يلعب
شدخلكم يا بنو فقر ويا طالحب
هههه منتخب بلاده هو اللي كشف عليه وثانيا هذا شي يخص اللاعب ومنتخب بلاده بالله يتقدمون احتجاج عليه بالفيفا بعد ياخي كملوا صياح بعد عشان الهلال يكوش على كل شي بالملعب ماهو فاضي لمبزرتكم"
8008,صار الأصل في الكورة العوائل هههه
8009,"الدوري السعودي 
اعلام يطبل لكم مساؤل عشان لقمة عيشه 
———-
جمهور يطبل لكل من هب وياليت يلاقي شي هههه
———-
والانديه حتى في أسيا مايخارج  ويبون الدوري يطور  لو مالله ثم العوائل الي محرومين من الملاعب كان محد طب المدرج الا في الديربي"
8010,"الاستاذ عامر حسين الشوال الرز دفعلك كام علشان المباراة تتلعب بدون جمهور 
مش عارف ايه الي بيحصل في الكوره المصريه ده فساد ورشاوي 
كل ده علشان الزمالك ياخد الدوري المصري 
هههه انا بقولها اوه انسي باذن الله تعالى
الاهلي بطل الدوري المصري انسي يدلدول الدوله"
8011,"بلنتي طالبينه من الدوري السعودي هههه
بس حرام .. وضاع 

#السعوديه_كوريا"
8012,أنباء عن انتقال جوميز الزمالك المصري هههه
8013,"#التعاون_الهلال

هدف التعادل للهلال هههههههه والله مادري وش اقول ايوالله 
لو رجع للفار يعرف خطاه الحكم 
هههه الحكم اللي صعب وليس الهلال ثبت لنا ضعف الهلال"
8014,"البوق
الطاهر حسن التوم..  يرسم حدودا لتطلعات الشعب!! 

يقول لهم 
نعم طالبوا بتحسين احوال معاشكم.. طالبوا بتوفير الضروريات 
لكن ان تطالبوا باسقاط النظام.. هههه دي بالغتوا فيها شوية فهي منازعة علي الحكم. 

ثورتنا حتي النصر"
8015,اها اذا قالك ثور الله في برسيمه طالع احمد شراحيلي والله مايدري الكوره وين وهو وين هذا ينفع تحط له جمس موديل 78وتخليه يبع شاي اخضر ودوش او شاي على الفحم  يمكن يجيه زباينه ولا تنسى مع الشاي حبق او نعناع اوه شي هههه👍🏻👍🏻👍🏻
8016,"اجل يريدون الدوري من افضل عشرة دوريات بالعالم هههه
شر البلية مايضحك ؟
البعض ممكن يقول عشان اكرهه الهلال والا مقهور منهم

اقولهم وربي لاني مقهور منهم ولاهم يحزنون
لكن القهر كل القهر من العبث عيني عينك
في انديتنا وفي دورينا لجل هالفريق
والعاملين باللجان ٩٩% ينتمون لهم"
8017,#التعاون_الهلال شكل الشباب ياخذ الدوري هههه كل شي جايز
8018,راعين الفار يبون الحكم يمنح أحمر هههه😂😂😂
8019,شكرا سيدي الحكم هههه .. بيلانتي خيالي ههه
8020,هدف مفاجئ حقيقة هههه
8021,علاء عبعال لقي نفسه بيلاعب اسمنت اسيوط ف خرج مدافع وزود مهاجم هههه حقك يا كوتش
8022,هههه دفاع شوربة
8023,#الزمالك_بتروجيت  هههه ضربه  جزاء من وحي الخيال  شابو للتحكيم التتتيت
8024,سالينا كونطرا مع الاهلي و سينينا كونطرا مع صانداونز هههه
8025,الزمالك كسبان 70 % من ماتشاته الموسم ده بالحكم مش عارف ازاي غفل مصر كلها في 12 دوري حقيقا يعني هههه
8026,#الاهلي_الوحده هذا العشم في وحدتنا هههه❤️❤️❤️❤️❤️❤️.
8027,هههه هذا اللي يعتمد ع الورعين  #الاهلي_الوحده
8028,"الصراحة اللاعب جاي هنا يطقطق علينا بياخذ فلوس ويمشي اتمنى من ادارة السويلم التخلي عنه بالشتوية ونجيب مكانه محترف افضل منه هههه

 #النصر_اكبر_من_احمد_موسي"
8029,"اكثر واحد تحسه يستهبل هو محمد فوده 
موب طبيعي هالادمي في حكمه عالحالات
في لقطة الطرد يقول اعاقة بالركبه بعدين يوم اتضح له مافيه اعاقه قال اتجاه القدم تغير للقدم اليسرى شلون تفسرها مدري عاد هههه
وبلنتي حمدالله يقول لا فيه فرق عن بلنتي قوميز قدام الاهلي 
والبلنتي خذ لك حكايه
#النصر"
8030,"#الفتح_النصر
عااااجل

 النصر يرفع احتجاج ب اعاده المباراة لي والرياض ويوافق على توقف الدوري 🤭🤭🤭😂😂☝🏻
هههههههههههه ههههه هه هههههه هه هههه ههه"
8031,"#الفتح_النصر
الف مبرووك للفتح هاردلك للنصر ..
الحين من هو صغير الرياض ...
هههه
وتبون الدوري يستمر بدون الدوليين 😂
والله فضيحه بحقكم"
8032,الفار جاب لقطه وحده الا فيها شك لكن الحكم طلع حكيم هههه #الفتح_النصر
8033,ابو موسى نبي الكورة في الشبكه وليس في علبه الماء هههه
8034,"🔴   #عاجل :

المحرق  البحريني بديلا  لنادي الهلال
في الدوري السعودي وذلك بعد انتقال
الهلال لهيئة الترفيه..

 هِهِهِهِ😂هِهِهِههِهِهِهِهِ😂هِهِهِـآېـے"
